vct_region,vct_report_date,vct_target_bloom_intensity_num,vct_target_bloom
Inland Sea,2020-08-26,0.25,False
Main Lake Central,2020-08-26,0.5,False
Main Lake North,2020-08-26,0.0,False
Main Lake South,2020-08-26,0.5,False
Inland Sea,2020-08-27,2.0,True
Main Lake Central,2020-08-27,0.5,False
Main Lake North,2020-08-27,0.5,False
Main Lake South,2020-08-27,0.0,False
Malletts Bay,2020-08-27,0.0,False
St. Albans Bay,2020-08-27,0.25,False
Inland Sea,2020-08-28,2.0,True
Main Lake Central,2020-08-28,1.0,True
Main Lake North,2020-08-28,0.75,False
Main Lake South,2020-08-28,1.0,True
Missisquoi Bay,2020-08-28,2.0,True
St. Albans Bay,2020-08-28,2.0,True
Inland Sea,2020-08-29,0.75,False
Main Lake Central,2020-08-29,0.25,False
Main Lake South,2020-08-29,0.0,False
Missisquoi Bay,2020-08-29,0.75,False
Inland Sea,2020-08-30,0.0,False
Main Lake Central,2020-08-30,0.25,False
Inland Sea,2020-08-31,2.0,True
Main Lake Central,2020-08-31,2.0,True
Main Lake North,2020-08-31,2.0,True
Main Lake South,2020-08-31,0.75,False
Malletts Bay,2020-08-31,0.0,False
Missisquoi Bay,2020-08-31,2.0,True
St. Albans Bay,2020-08-31,2.0,True
Inland Sea,2020-09-01,2.0,True
Main Lake Central,2020-09-01,0.75,False
Main Lake North,2020-09-01,0.0,False
Main Lake South,2020-09-01,0.0,False
St. Albans Bay,2020-09-01,0.5,False
Inland Sea,2020-09-02,1.0,True
Main Lake Central,2020-09-02,0.5,False
Main Lake South,2020-09-02,0.25,False
Inland Sea,2020-09-03,1.0,True
Main Lake Central,2020-09-03,2.0,True
Main Lake North,2020-09-03,0.25,False
Main Lake South,2020-09-03,0.0,False
Malletts Bay,2020-09-03,0.0,False
St. Albans Bay,2020-09-03,0.5,False
Inland Sea,2020-09-04,0.5,False
Main Lake Central,2020-09-04,0.0,False
Main Lake South,2020-09-04,0.0,False
Malletts Bay,2020-09-04,0.5,False
Inland Sea,2020-09-05,0.0,False
Main Lake Central,2020-09-05,0.5,False
Malletts Bay,2020-09-05,1.0,True
Missisquoi Bay,2020-09-05,0.25,False
Inland Sea,2020-09-06,0.0,False
Main Lake Central,2020-09-06,2.0,True
Main Lake South,2020-09-06,0.0,False
Inland Sea,2020-09-07,0.5,False
Main Lake Central,2020-09-07,0.25,False
Main Lake North,2020-09-07,0.25,False
Main Lake South,2020-09-07,0.5,False
Malletts Bay,2020-09-07,0.5,False
Missisquoi Bay,2020-09-07,0.0,False
St. Albans Bay,2020-09-07,0.5,False
Inland Sea,2020-09-08,1.0,True
Main Lake Central,2020-09-08,0.5,False
Main Lake North,2020-09-08,0.75,False
Main Lake South,2020-09-08,2.0,True
Inland Sea,2020-09-09,1.0,True
Main Lake Central,2020-09-09,0.0,False
Main Lake North,2020-09-09,0.0,False
Main Lake South,2020-09-09,2.0,True
St. Albans Bay,2020-09-09,1.0,True
Inland Sea,2020-09-10,0.25,False
Main Lake Central,2020-09-10,0.5,False
Main Lake North,2020-09-10,0.25,False
Main Lake South,2020-09-10,0.0,False
Malletts Bay,2020-09-10,0.0,False
St. Albans Bay,2020-09-10,0.5,False
Inland Sea,2020-09-11,2.0,True
Main Lake Central,2020-09-11,0.0,False
Main Lake North,2020-09-11,0.75,False
Main Lake South,2020-09-11,0.5,False
Missisquoi Bay,2020-09-11,1.0,True
Main Lake South,2020-09-12,0.5,False
Inland Sea,2020-09-13,1.0,True
Main Lake Central,2020-09-13,0.0,False
Inland Sea,2020-09-14,0.5,False
Main Lake Central,2020-09-14,0.0,False
Main Lake North,2020-09-14,0.0,False
Main Lake South,2020-09-14,0.5,False
Malletts Bay,2020-09-14,0.0,False
Missisquoi Bay,2020-09-14,0.0,False
St. Albans Bay,2020-09-14,0.5,False
Inland Sea,2020-09-15,2.0,True
Main Lake South,2020-09-15,1.0,True
Inland Sea,2020-09-16,0.75,False
Main Lake Central,2020-09-16,0.0,False
Main Lake South,2020-09-16,0.25,False
Inland Sea,2020-09-17,0.25,False
Main Lake Central,2020-09-17,0.5,False
Main Lake North,2020-09-17,0.0,False
Main Lake South,2020-09-17,0.0,False
St. Albans Bay,2020-09-17,0.0,False
Inland Sea,2020-09-18,0.0,False
Main Lake Central,2020-09-18,0.0,False
Main Lake North,2020-09-18,0.0,False
Inland Sea,2020-09-19,1.0,True
Main Lake Central,2020-09-19,0.0,False
Main Lake South,2020-09-19,0.5,False
Inland Sea,2020-09-20,0.0,False
Main Lake Central,2020-09-20,0.75,False
Main Lake South,2020-09-20,0.0,False
Inland Sea,2020-09-21,1.0,True
Main Lake Central,2020-09-21,0.0,False
Main Lake North,2020-09-21,2.0,True
Main Lake South,2020-09-21,0.5,False
Malletts Bay,2020-09-21,0.75,False
Missisquoi Bay,2020-09-21,0.0,False
St. Albans Bay,2020-09-21,2.0,True
Inland Sea,2020-09-22,0.5,False
Main Lake Central,2020-09-22,0.0,False
Main Lake South,2020-09-22,0.25,False
Malletts Bay,2020-09-22,0.0,False
St. Albans Bay,2020-09-22,0.0,False
Inland Sea,2020-09-23,0.0,False
Main Lake Central,2020-09-23,0.0,False
Main Lake South,2020-09-23,1.0,True
Malletts Bay,2020-09-23,1.0,True
Inland Sea,2020-09-24,0.5,False
Main Lake Central,2020-09-24,0.5,False
Main Lake North,2020-09-24,0.0,False
Main Lake South,2020-09-24,0.0,False
Malletts Bay,2020-09-24,0.0,False
St. Albans Bay,2020-09-24,0.0,False
Inland Sea,2020-09-25,0.0,False
Main Lake Central,2020-09-25,0.0,False
Main Lake North,2020-09-25,0.0,False
Main Lake South,2020-09-25,0.0,False
Inland Sea,2020-09-26,1.0,True
Main Lake Central,2020-09-26,0.0,False
Main Lake South,2020-09-26,0.5,False
Inland Sea,2020-09-27,0.5,False
Main Lake Central,2020-09-27,0.0,False
Inland Sea,2020-09-28,0.5,False
Main Lake Central,2020-09-28,0.25,False
Main Lake North,2020-09-28,0.0,False
Main Lake South,2020-09-28,0.5,False
Malletts Bay,2020-09-28,0.0,False
Missisquoi Bay,2020-09-28,0.0,False
Inland Sea,2020-09-29,0.25,False
Main Lake Central,2020-09-29,0.0,False
Main Lake South,2020-09-29,1.0,True
Inland Sea,2020-09-30,0.0,False
Main Lake Central,2020-09-30,0.0,False
Main Lake North,2020-09-30,0.0,False
Main Lake South,2020-09-30,0.5,False
Inland Sea,2020-10-01,1.0,True
Main Lake Central,2020-10-01,0.5,False
Main Lake North,2020-10-01,0.25,False
Main Lake South,2020-10-01,0.0,False
Malletts Bay,2020-10-01,2.0,True
St. Albans Bay,2020-10-01,0.25,False
Inland Sea,2020-10-02,0.75,False
Main Lake Central,2020-10-02,0.5,False
Main Lake North,2020-10-02,0.0,False
Inland Sea,2020-10-03,1.0,True
Main Lake Central,2020-10-03,0.0,False
St. Albans Bay,2020-10-03,1.0,True
Inland Sea,2020-10-04,1.0,True
Main Lake Central,2020-10-04,0.0,False
Main Lake South,2020-10-04,0.0,False
Inland Sea,2020-10-05,1.0,True
Main Lake Central,2020-10-05,0.25,False
Main Lake North,2020-10-05,0.0,False
Main Lake South,2020-10-05,0.5,False
Malletts Bay,2020-10-05,0.0,False
Missisquoi Bay,2020-10-05,0.0,False
Inland Sea,2020-10-06,0.75,False
Main Lake South,2020-10-06,0.0,False
Inland Sea,2020-10-07,0.0,False
Main Lake Central,2020-10-07,0.0,False
Main Lake South,2020-10-07,0.25,False
Malletts Bay,2020-10-07,0.0,False
Inland Sea,2020-10-08,0.25,False
Main Lake Central,2020-10-08,0.0,False
Main Lake North,2020-10-08,0.25,False
Main Lake South,2020-10-08,0.0,False
Inland Sea,2020-10-09,0.75,False
Main Lake Central,2020-10-09,0.5,False
Main Lake North,2020-10-09,0.0,False
Main Lake South,2020-10-09,0.25,False
Main Lake South,2020-10-10,0.25,False
Inland Sea,2020-10-11,0.0,False
Main Lake Central,2020-10-11,0.25,False
Inland Sea,2020-10-12,0.25,False
Main Lake Central,2020-10-12,0.25,False
Main Lake North,2020-10-12,0.0,False
Inland Sea,2020-10-13,0.5,False
Main Lake South,2020-10-13,0.0,False
Malletts Bay,2020-10-13,0.0,False
Inland Sea,2020-10-14,0.0,False
Main Lake Central,2020-10-14,0.0,False
Main Lake South,2020-10-14,0.5,False
Malletts Bay,2020-10-14,0.25,False
Inland Sea,2020-10-15,0.25,False
Main Lake Central,2020-10-15,0.5,False
Main Lake North,2020-10-15,0.25,False
Main Lake South,2020-10-15,0.0,False
Main Lake Central,2020-10-16,0.5,False
Main Lake North,2020-10-16,0.0,False
Inland Sea,2020-10-17,0.0,False
Main Lake Central,2020-10-18,0.0,False
Inland Sea,2020-10-19,0.25,False
Main Lake Central,2020-10-19,0.0,False
Main Lake North,2020-10-19,0.0,False
Main Lake South,2020-10-19,0.5,False
Main Lake Central,2020-10-20,0.5,False
Main Lake South,2020-10-20,0.0,False
Inland Sea,2020-10-21,0.75,False
Main Lake Central,2020-10-21,0.0,False
Main Lake South,2020-10-21,0.25,False
Inland Sea,2020-10-22,1.0,True
Main Lake Central,2020-10-22,1.0,True
Main Lake North,2020-10-22,1.0,True
Inland Sea,2020-10-23,1.0,True
Main Lake Central,2020-10-23,0.0,False
Main Lake North,2020-10-23,0.0,False
Inland Sea,2020-10-25,0.25,False
Main Lake Central,2020-10-25,0.0,False
Inland Sea,2020-10-26,0.25,False
Main Lake Central,2020-10-26,0.5,False
Main Lake South,2020-10-26,0.5,False
Main Lake North,2020-10-27,0.0,False
Main Lake South,2020-10-27,0.0,False
Inland Sea,2020-10-28,0.0,False
Main Lake Central,2020-10-28,0.0,False
Main Lake South,2020-10-28,0.25,False
Inland Sea,2020-10-29,0.25,False
Main Lake Central,2020-10-29,1.0,True
Main Lake North,2020-10-29,0.0,False
Inland Sea,2020-10-30,0.25,False
Main Lake Central,2020-10-30,0.0,False
Malletts Bay,2020-10-30,0.5,False
Main Lake Central,2020-11-01,0.0,False
Inland Sea,2020-11-02,0.25,False
Inland Sea,2020-11-03,0.25,False
Inland Sea,2020-11-04,0.0,False
Main Lake Central,2020-11-04,0.0,False
Main Lake South,2020-11-04,0.25,False
Inland Sea,2020-11-05,0.25,False
Main Lake Central,2020-11-05,0.5,False
Main Lake North,2020-11-05,0.25,False
Main Lake South,2020-11-05,0.25,False
Inland Sea,2020-11-06,0.0,False
Malletts Bay,2020-11-06,0.0,False
Inland Sea,2020-11-08,1.0,True
Main Lake North,2020-11-08,1.0,True
Main Lake South,2020-11-08,0.0,False
Inland Sea,2020-11-09,1.0,True
Inland Sea,2020-11-13,0.75,False
Inland Sea,2020-11-22,1.0,True
Main Lake Central,2021-06-20,0.25,False
Missisquoi Bay,2021-06-20,2.0,True
Main Lake Central,2021-06-21,0.0,False
Main Lake North,2021-06-21,0.0,False
Missisquoi Bay,2021-06-21,0.0,False
Inland Sea,2021-06-22,0.25,False
Main Lake Central,2021-06-22,0.0,False
Main Lake South,2021-06-22,0.0,False
Inland Sea,2021-06-23,0.0,False
Main Lake Central,2021-06-23,0.0,False
Main Lake North,2021-06-23,0.0,False
Main Lake South,2021-06-23,0.5,False
Malletts Bay,2021-06-23,0.0,False
Missisquoi Bay,2021-06-23,0.25,False
Inland Sea,2021-06-24,0.5,False
Main Lake Central,2021-06-24,0.0,False
Main Lake North,2021-06-24,0.25,False
Main Lake South,2021-06-24,0.25,False
Malletts Bay,2021-06-24,0.0,False
St. Albans Bay,2021-06-24,0.25,False
Inland Sea,2021-06-25,0.25,False
Main Lake Central,2021-06-25,0.5,False
Main Lake South,2021-06-25,0.0,False
St. Albans Bay,2021-06-25,0.0,False
Inland Sea,2021-06-26,0.0,False
Main Lake Central,2021-06-26,0.0,False
Main Lake South,2021-06-26,0.0,False
Inland Sea,2021-06-27,0.0,False
Main Lake Central,2021-06-27,0.0,False
Main Lake South,2021-06-27,0.0,False
Inland Sea,2021-06-28,0.0,False
Main Lake Central,2021-06-28,0.0,False
Main Lake North,2021-06-28,0.0,False
Main Lake South,2021-06-28,0.5,False
Malletts Bay,2021-06-28,0.75,False
Missisquoi Bay,2021-06-28,0.75,False
St. Albans Bay,2021-06-28,0.0,False
Inland Sea,2021-06-29,1.0,True
Main Lake Central,2021-06-29,0.25,False
Main Lake North,2021-06-29,0.0,False
Main Lake South,2021-06-29,0.0,False
Missisquoi Bay,2021-06-29,0.0,False
Inland Sea,2021-06-30,0.0,False
Main Lake Central,2021-06-30,0.25,False
Main Lake South,2021-06-30,0.25,False
Malletts Bay,2021-06-30,0.0,False
St. Albans Bay,2021-06-30,0.5,False
Inland Sea,2021-07-01,0.75,False
Main Lake Central,2021-07-01,0.0,False
Main Lake North,2021-07-01,0.0,False
Main Lake South,2021-07-01,0.0,False
Malletts Bay,2021-07-01,0.0,False
Missisquoi Bay,2021-07-01,1.0,True
St. Albans Bay,2021-07-01,0.75,False
Inland Sea,2021-07-02,0.5,False
Main Lake Central,2021-07-02,0.0,False
Main Lake South,2021-07-02,0.0,False
Malletts Bay,2021-07-02,0.0,False
St. Albans Bay,2021-07-02,0.5,False
Inland Sea,2021-07-03,0.25,False
Main Lake Central,2021-07-03,0.0,False
Main Lake South,2021-07-03,0.0,False
Inland Sea,2021-07-04,0.0,False
Main Lake Central,2021-07-04,0.5,False
Inland Sea,2021-07-05,0.5,False
Main Lake Central,2021-07-05,0.0,False
Main Lake North,2021-07-05,0.0,False
Main Lake South,2021-07-05,0.5,False
Malletts Bay,2021-07-05,0.75,False
Missisquoi Bay,2021-07-05,0.25,False
St. Albans Bay,2021-07-05,0.0,False
Inland Sea,2021-07-06,0.0,False
Main Lake Central,2021-07-06,0.25,False
Main Lake South,2021-07-06,2.0,True
Malletts Bay,2021-07-06,0.0,False
Inland Sea,2021-07-07,0.0,False
Main Lake Central,2021-07-07,0.75,False
Main Lake North,2021-07-07,0.0,False
Main Lake South,2021-07-07,0.25,False
Malletts Bay,2021-07-07,0.0,False
St. Albans Bay,2021-07-07,0.0,False
Inland Sea,2021-07-08,0.75,False
Main Lake Central,2021-07-08,1.0,True
Main Lake North,2021-07-08,0.0,False
Main Lake South,2021-07-08,2.0,True
Malletts Bay,2021-07-08,0.0,False
St. Albans Bay,2021-07-08,2.0,True
Inland Sea,2021-07-09,0.0,False
Main Lake Central,2021-07-09,1.0,True
Main Lake South,2021-07-09,2.0,True
Malletts Bay,2021-07-09,0.25,False
St. Albans Bay,2021-07-09,0.75,False
Inland Sea,2021-07-10,1.0,True
Main Lake Central,2021-07-10,0.25,False
Main Lake Central,2021-07-11,0.25,False
Main Lake South,2021-07-11,2.0,True
St. Albans Bay,2021-07-11,1.0,True
Inland Sea,2021-07-12,1.0,True
Main Lake Central,2021-07-12,2.0,True
Main Lake North,2021-07-12,1.0,True
Main Lake South,2021-07-12,2.0,True
Malletts Bay,2021-07-12,1.0,True
Missisquoi Bay,2021-07-12,2.0,True
St. Albans Bay,2021-07-12,1.0,True
Inland Sea,2021-07-13,0.5,False
Main Lake Central,2021-07-13,1.0,True
Main Lake North,2021-07-13,0.0,False
Main Lake South,2021-07-13,2.0,True
Malletts Bay,2021-07-13,0.25,False
Inland Sea,2021-07-14,0.5,False
Main Lake Central,2021-07-14,0.5,False
Main Lake North,2021-07-14,0.0,False
Main Lake South,2021-07-14,2.0,True
Inland Sea,2021-07-15,0.5,False
Main Lake Central,2021-07-15,2.0,True
Main Lake North,2021-07-15,0.0,False
Main Lake South,2021-07-15,2.0,True
Malletts Bay,2021-07-15,0.0,False
St. Albans Bay,2021-07-15,0.75,False
Inland Sea,2021-07-16,0.0,False
Main Lake Central,2021-07-16,2.0,True
Main Lake North,2021-07-16,0.75,False
Main Lake South,2021-07-16,1.0,True
Malletts Bay,2021-07-16,0.5,False
Missisquoi Bay,2021-07-16,0.75,False
Inland Sea,2021-07-17,2.0,True
Main Lake Central,2021-07-17,2.0,True
Main Lake North,2021-07-17,2.0,True
Main Lake South,2021-07-17,1.0,True
St. Albans Bay,2021-07-17,2.0,True
Inland Sea,2021-07-18,0.0,False
Main Lake Central,2021-07-18,0.5,False
Malletts Bay,2021-07-18,0.0,False
St. Albans Bay,2021-07-18,1.0,True
Inland Sea,2021-07-19,2.0,True
Main Lake Central,2021-07-19,0.0,False
Main Lake North,2021-07-19,0.0,False
Main Lake South,2021-07-19,2.0,True
Malletts Bay,2021-07-19,1.0,True
St. Albans Bay,2021-07-19,2.0,True
Inland Sea,2021-07-20,1.0,True
Main Lake Central,2021-07-20,2.0,True
Main Lake South,2021-07-20,2.0,True
Malletts Bay,2021-07-20,0.0,False
Missisquoi Bay,2021-07-20,0.25,False
St. Albans Bay,2021-07-20,2.0,True
Inland Sea,2021-07-21,0.75,False
Main Lake Central,2021-07-21,0.25,False
Main Lake South,2021-07-21,1.0,True
St. Albans Bay,2021-07-21,2.0,True
Inland Sea,2021-07-22,1.0,True
Main Lake Central,2021-07-22,2.0,True
Main Lake North,2021-07-22,2.0,True
Main Lake South,2021-07-22,2.0,True
Malletts Bay,2021-07-22,0.0,False
Missisquoi Bay,2021-07-22,0.75,False
St. Albans Bay,2021-07-22,0.0,False
Inland Sea,2021-07-23,1.0,True
Main Lake Central,2021-07-23,2.0,True
Main Lake North,2021-07-23,1.0,True
Main Lake South,2021-07-23,1.0,True
Malletts Bay,2021-07-23,0.75,False
St. Albans Bay,2021-07-23,2.0,True
Inland Sea,2021-07-24,1.0,True
Main Lake Central,2021-07-24,2.0,True
Main Lake South,2021-07-24,0.0,False
St. Albans Bay,2021-07-24,2.0,True
Inland Sea,2021-07-25,0.0,False
Main Lake Central,2021-07-25,0.5,False
Main Lake South,2021-07-25,0.25,False
Missisquoi Bay,2021-07-25,0.75,False
St. Albans Bay,2021-07-25,0.75,False
Inland Sea,2021-07-26,0.75,False
Main Lake Central,2021-07-26,0.75,False
Main Lake North,2021-07-26,0.0,False
Main Lake South,2021-07-26,0.5,False
Malletts Bay,2021-07-26,0.75,False
St. Albans Bay,2021-07-26,0.5,False
Inland Sea,2021-07-27,0.0,False
Main Lake Central,2021-07-27,0.25,False
Main Lake South,2021-07-27,0.75,False
Malletts Bay,2021-07-27,0.0,False
Missisquoi Bay,2021-07-27,0.25,False
Inland Sea,2021-07-28,1.0,True
Main Lake Central,2021-07-28,0.0,False
Main Lake South,2021-07-28,0.5,False
Malletts Bay,2021-07-28,0.0,False
St. Albans Bay,2021-07-28,0.0,False
Inland Sea,2021-07-29,1.0,True
Main Lake Central,2021-07-29,0.5,False
Main Lake North,2021-07-29,0.25,False
Main Lake South,2021-07-29,0.5,False
St. Albans Bay,2021-07-29,0.5,False
Inland Sea,2021-07-30,0.0,False
Main Lake Central,2021-07-30,0.5,False
Main Lake South,2021-07-30,0.25,False
Inland Sea,2021-07-31,0.25,False
Main Lake Central,2021-07-31,0.0,False
Inland Sea,2021-08-01,0.0,False
Main Lake Central,2021-08-01,0.25,False
Missisquoi Bay,2021-08-01,0.75,False
Inland Sea,2021-08-02,1.0,True
Main Lake Central,2021-08-02,0.0,False
Main Lake North,2021-08-02,0.5,False
Main Lake South,2021-08-02,0.75,False
Malletts Bay,2021-08-02,0.25,False
Missisquoi Bay,2021-08-02,0.75,False
St. Albans Bay,2021-08-02,0.5,False
Inland Sea,2021-08-03,0.0,False
Main Lake Central,2021-08-03,0.5,False
Main Lake South,2021-08-03,0.0,False
Malletts Bay,2021-08-03,0.0,False
Missisquoi Bay,2021-08-03,0.25,False
St. Albans Bay,2021-08-03,1.0,True
Inland Sea,2021-08-04,0.5,False
Main Lake Central,2021-08-04,0.5,False
Main Lake North,2021-08-04,0.0,False
Main Lake South,2021-08-04,0.25,False
Malletts Bay,2021-08-04,0.0,False
Inland Sea,2021-08-05,1.0,True
Main Lake Central,2021-08-05,1.0,True
Main Lake North,2021-08-05,0.75,False
Main Lake South,2021-08-05,0.5,False
St. Albans Bay,2021-08-05,2.0,True
Inland Sea,2021-08-06,0.75,False
Main Lake Central,2021-08-06,0.75,False
Main Lake North,2021-08-06,0.75,False
Main Lake South,2021-08-06,0.75,False
St. Albans Bay,2021-08-06,2.0,True
Inland Sea,2021-08-07,0.0,False
Main Lake South,2021-08-07,0.0,False
St. Albans Bay,2021-08-07,2.0,True
Inland Sea,2021-08-08,1.0,True
Main Lake Central,2021-08-08,0.25,False
Main Lake North,2021-08-08,1.0,True
St. Albans Bay,2021-08-08,2.0,True
Inland Sea,2021-08-09,1.0,True
Main Lake Central,2021-08-09,0.5,False
Main Lake North,2021-08-09,0.0,False
Main Lake South,2021-08-09,0.5,False
Malletts Bay,2021-08-09,0.5,False
St. Albans Bay,2021-08-09,0.75,False
Inland Sea,2021-08-10,0.75,False
Main Lake Central,2021-08-10,0.0,False
Main Lake South,2021-08-10,0.25,False
Missisquoi Bay,2021-08-10,0.75,False
St. Albans Bay,2021-08-10,0.5,False
Inland Sea,2021-08-11,0.5,False
Main Lake Central,2021-08-11,0.0,False
Main Lake North,2021-08-11,0.0,False
Main Lake South,2021-08-11,0.75,False
Malletts Bay,2021-08-11,0.0,False
Inland Sea,2021-08-12,0.5,False
Main Lake Central,2021-08-12,0.5,False
Main Lake North,2021-08-12,0.0,False
Main Lake South,2021-08-12,0.5,False
Malletts Bay,2021-08-12,0.0,False
St. Albans Bay,2021-08-12,2.0,True
Inland Sea,2021-08-13,0.75,False
Main Lake Central,2021-08-13,0.5,False
Main Lake South,2021-08-13,0.25,False
Malletts Bay,2021-08-13,1.0,True
Missisquoi Bay,2021-08-13,2.0,True
Inland Sea,2021-08-14,0.25,False
Main Lake Central,2021-08-14,0.0,False
Main Lake South,2021-08-14,0.0,False
Inland Sea,2021-08-15,0.0,False
Main Lake Central,2021-08-15,0.5,False
Inland Sea,2021-08-16,1.0,True
Main Lake Central,2021-08-16,0.75,False
Main Lake North,2021-08-16,0.0,False
Main Lake South,2021-08-16,0.5,False
Malletts Bay,2021-08-16,0.5,False
St. Albans Bay,2021-08-16,0.5,False
Inland Sea,2021-08-17,0.75,False
Main Lake Central,2021-08-17,0.25,False
Main Lake South,2021-08-17,0.0,False
Malletts Bay,2021-08-17,0.5,False
Missisquoi Bay,2021-08-17,0.75,False
St. Albans Bay,2021-08-17,0.75,False
Inland Sea,2021-08-18,0.5,False
Main Lake Central,2021-08-18,0.5,False
Main Lake North,2021-08-18,0.0,False
Main Lake South,2021-08-18,0.25,False
Malletts Bay,2021-08-18,0.0,False
Inland Sea,2021-08-19,0.0,False
Main Lake Central,2021-08-19,0.25,False
Main Lake North,2021-08-19,0.0,False
Main Lake South,2021-08-19,0.5,False
Malletts Bay,2021-08-19,0.0,False
St. Albans Bay,2021-08-19,0.5,False
Inland Sea,2021-08-20,2.0,True
Main Lake Central,2021-08-20,2.0,True
Main Lake South,2021-08-20,0.0,False
Missisquoi Bay,2021-08-20,2.0,True
St. Albans Bay,2021-08-20,2.0,True
Inland Sea,2021-08-21,2.0,True
Main Lake Central,2021-08-21,2.0,True
Main Lake North,2021-08-21,2.0,True
Main Lake South,2021-08-21,2.0,True
Missisquoi Bay,2021-08-21,2.0,True
St. Albans Bay,2021-08-21,2.0,True
Inland Sea,2021-08-22,0.75,False
Main Lake Central,2021-08-22,1.0,True
Main Lake North,2021-08-22,0.0,False
Main Lake South,2021-08-22,2.0,True
Missisquoi Bay,2021-08-22,2.0,True
St. Albans Bay,2021-08-22,2.0,True
Inland Sea,2021-08-23,0.75,False
Main Lake Central,2021-08-23,2.0,True
Main Lake North,2021-08-23,0.75,False
Main Lake South,2021-08-23,1.0,True
Malletts Bay,2021-08-23,0.5,False
Missisquoi Bay,2021-08-23,2.0,True
St. Albans Bay,2021-08-23,0.75,False
Inland Sea,2021-08-24,0.25,False
Main Lake Central,2021-08-24,0.0,False
Main Lake South,2021-08-24,1.0,True
Missisquoi Bay,2021-08-24,2.0,True
Inland Sea,2021-08-25,0.75,False
Main Lake Central,2021-08-25,0.0,False
Main Lake North,2021-08-25,0.0,False
Main Lake South,2021-08-25,0.5,False
Malletts Bay,2021-08-25,0.0,False
Inland Sea,2021-08-26,0.5,False
Main Lake Central,2021-08-26,0.75,False
Main Lake North,2021-08-26,0.75,False
Main Lake South,2021-08-26,0.5,False
St. Albans Bay,2021-08-26,2.0,True
Inland Sea,2021-08-27,0.75,False
Main Lake Central,2021-08-27,0.0,False
Main Lake South,2021-08-27,0.5,False
Inland Sea,2021-08-28,0.0,False
Main Lake Central,2021-08-29,0.25,False
Missisquoi Bay,2021-08-29,2.0,True
Inland Sea,2021-08-30,0.5,False
Main Lake Central,2021-08-30,0.25,False
Main Lake North,2021-08-30,0.0,False
Main Lake South,2021-08-30,0.25,False
Malletts Bay,2021-08-30,0.5,False
St. Albans Bay,2021-08-30,1.0,True
Inland Sea,2021-08-31,0.0,False
Main Lake Central,2021-08-31,0.25,False
Main Lake South,2021-08-31,0.0,False
Malletts Bay,2021-08-31,0.5,False
Missisquoi Bay,2021-08-31,0.75,False
Inland Sea,2021-09-01,1.0,True
Main Lake Central,2021-09-01,0.75,False
Main Lake South,2021-09-01,0.75,False
Missisquoi Bay,2021-09-01,2.0,True
St. Albans Bay,2021-09-01,2.0,True
Inland Sea,2021-09-02,0.0,False
Main Lake Central,2021-09-02,0.5,False
Main Lake North,2021-09-02,0.25,False
Main Lake South,2021-09-02,0.25,False
Malletts Bay,2021-09-02,0.25,False
St. Albans Bay,2021-09-02,0.5,False
Inland Sea,2021-09-03,0.5,False
Main Lake Central,2021-09-03,0.5,False
Main Lake North,2021-09-03,0.0,False
Missisquoi Bay,2021-09-03,2.0,True
Inland Sea,2021-09-04,0.25,False
Main Lake Central,2021-09-04,2.0,True
Main Lake South,2021-09-04,2.0,True
Main Lake Central,2021-09-05,0.5,False
Inland Sea,2021-09-06,0.5,False
Main Lake Central,2021-09-06,0.0,False
Main Lake North,2021-09-06,0.0,False
Main Lake South,2021-09-06,0.0,False
Malletts Bay,2021-09-06,0.5,False
Inland Sea,2021-09-07,0.5,False
Main Lake Central,2021-09-07,0.0,False
Main Lake South,2021-09-07,1.0,True
Missisquoi Bay,2021-09-07,0.75,False
St. Albans Bay,2021-09-07,1.0,True
Inland Sea,2021-09-08,0.25,False
Main Lake Central,2021-09-08,0.0,False
Main Lake South,2021-09-08,0.25,False
Inland Sea,2021-09-09,0.25,False
Main Lake Central,2021-09-09,0.5,False
Main Lake North,2021-09-09,0.25,False
Main Lake South,2021-09-09,0.25,False
Malletts Bay,2021-09-09,0.0,False
Missisquoi Bay,2021-09-09,1.0,True
St. Albans Bay,2021-09-09,0.5,False
Main Lake Central,2021-09-10,0.0,False
Main Lake South,2021-09-10,1.0,True
Missisquoi Bay,2021-09-10,1.0,True
St. Albans Bay,2021-09-10,1.0,True
Inland Sea,2021-09-11,0.0,False
Main Lake South,2021-09-11,0.0,False
Inland Sea,2021-09-12,0.25,False
Main Lake Central,2021-09-12,0.25,False
Main Lake South,2021-09-12,0.0,False
Inland Sea,2021-09-13,0.5,False
Main Lake Central,2021-09-13,0.0,False
Main Lake North,2021-09-13,0.75,False
Main Lake South,2021-09-13,0.5,False
Malletts Bay,2021-09-13,0.5,False
St. Albans Bay,2021-09-13,0.75,False
Inland Sea,2021-09-14,1.0,True
Main Lake Central,2021-09-14,0.75,False
Main Lake South,2021-09-14,1.0,True
Malletts Bay,2021-09-14,0.75,False
Missisquoi Bay,2021-09-14,2.0,True
St. Albans Bay,2021-09-14,2.0,True
Inland Sea,2021-09-15,0.25,False
Main Lake Central,2021-09-15,0.0,False
Main Lake North,2021-09-15,0.0,False
Main Lake South,2021-09-15,1.0,True
Inland Sea,2021-09-16,2.0,True
Main Lake Central,2021-09-16,1.0,True
Main Lake North,2021-09-16,2.0,True
Main Lake South,2021-09-16,0.5,False
Malletts Bay,2021-09-16,0.0,False
