vct_region,vct_report_date,vct_target_bloom_intensity_num,vct_target_bloom
St. Albans Bay,2019-08-05,2.0,True
Inland Sea,2019-08-06,0.75,False
Main Lake Central,2019-08-06,0.5,False
Main Lake North,2019-08-06,0.5,False
Main Lake South,2019-08-06,0.75,False
Malletts Bay,2019-08-06,0.0,False
Missisquoi Bay,2019-08-06,0.75,False
St. Albans Bay,2019-08-06,2.0,True
Inland Sea,2019-08-07,0.25,False
Main Lake Central,2019-08-07,0.5,False
Main Lake North,2019-08-07,0.25,False
Main Lake South,2019-08-07,0.5,False
Malletts Bay,2019-08-07,0.0,False
St. Albans Bay,2019-08-07,2.0,True
Inland Sea,2019-08-08,0.5,False
Main Lake Central,2019-08-08,0.5,False
Main Lake North,2019-08-08,0.75,False
Main Lake South,2019-08-08,0.0,False
Malletts Bay,2019-08-08,0.0,False
St. Albans Bay,2019-08-08,2.0,True
Inland Sea,2019-08-09,0.0,False
Main Lake Central,2019-08-09,0.5,False
Main Lake North,2019-08-09,0.0,False
Main Lake South,2019-08-09,0.25,False
Missisquoi Bay,2019-08-09,1.0,True
Inland Sea,2019-08-11,0.75,False
Main Lake Central,2019-08-11,0.25,False
Main Lake South,2019-08-11,0.0,False
Inland Sea,2019-08-12,0.75,False
Main Lake Central,2019-08-12,0.25,False
Main Lake North,2019-08-12,0.0,False
Main Lake South,2019-08-12,0.0,False
Malletts Bay,2019-08-12,0.5,False
Missisquoi Bay,2019-08-12,2.0,True
St. Albans Bay,2019-08-12,1.0,True
Inland Sea,2019-08-13,1.0,True
Main Lake Central,2019-08-13,0.75,False
Main Lake North,2019-08-13,0.25,False
Main Lake South,2019-08-13,0.75,False
Malletts Bay,2019-08-13,0.5,False
Missisquoi Bay,2019-08-13,2.0,True
St. Albans Bay,2019-08-13,0.75,False
Inland Sea,2019-08-14,0.25,False
Main Lake Central,2019-08-14,0.5,False
Main Lake North,2019-08-14,0.0,False
Main Lake South,2019-08-14,0.5,False
Malletts Bay,2019-08-14,0.0,False
St. Albans Bay,2019-08-14,0.5,False
Inland Sea,2019-08-15,2.0,True
Main Lake Central,2019-08-15,0.75,False
Main Lake North,2019-08-15,1.0,True
Main Lake South,2019-08-15,0.0,False
Malletts Bay,2019-08-15,0.75,False
Missisquoi Bay,2019-08-15,1.0,True
St. Albans Bay,2019-08-15,1.0,True
Inland Sea,2019-08-16,2.0,True
Main Lake Central,2019-08-16,0.0,False
Main Lake North,2019-08-16,0.5,False
Main Lake South,2019-08-16,0.0,False
Malletts Bay,2019-08-16,0.0,False
Inland Sea,2019-08-17,1.0,True
Main Lake Central,2019-08-17,0.0,False
Main Lake South,2019-08-17,0.0,False
Inland Sea,2019-08-18,0.75,False
Main Lake Central,2019-08-18,0.5,False
Main Lake North,2019-08-18,0.0,False
Main Lake South,2019-08-18,0.0,False
Inland Sea,2019-08-19,0.25,False
Main Lake Central,2019-08-19,0.5,False
Main Lake North,2019-08-19,0.25,False
Main Lake South,2019-08-19,0.5,False
Malletts Bay,2019-08-19,0.25,False
Main Lake Central,2019-08-20,0.5,False
Main Lake North,2019-08-20,0.75,False
Main Lake South,2019-08-20,0.75,False
Malletts Bay,2019-08-20,1.0,True
Missisquoi Bay,2019-08-20,2.0,True
St. Albans Bay,2019-08-20,0.75,False
Inland Sea,2019-08-21,1.0,True
Main Lake Central,2019-08-21,0.5,False
Main Lake North,2019-08-21,0.0,False
Main Lake South,2019-08-21,0.5,False
Malletts Bay,2019-08-21,0.0,False
St. Albans Bay,2019-08-21,0.5,False
Inland Sea,2019-08-22,0.5,False
Main Lake Central,2019-08-22,0.75,False
Main Lake North,2019-08-22,0.5,False
Main Lake South,2019-08-22,0.5,False
Malletts Bay,2019-08-22,0.0,False
St. Albans Bay,2019-08-22,0.0,False
Inland Sea,2019-08-23,0.5,False
Main Lake Central,2019-08-23,0.0,False
Main Lake North,2019-08-23,0.75,False
Missisquoi Bay,2019-08-23,1.0,True
Inland Sea,2019-08-24,2.0,True
Main Lake South,2019-08-24,2.0,True
Missisquoi Bay,2019-08-24,2.0,True
Inland Sea,2019-08-25,2.0,True
Main Lake Central,2019-08-25,0.75,False
Main Lake South,2019-08-25,2.0,True
St. Albans Bay,2019-08-25,2.0,True
Inland Sea,2019-08-26,2.0,True
Main Lake Central,2019-08-26,0.0,False
Main Lake North,2019-08-26,1.0,True
Main Lake South,2019-08-26,1.0,True
Malletts Bay,2019-08-26,0.5,False
Missisquoi Bay,2019-08-26,2.0,True
Inland Sea,2019-08-27,2.0,True
Main Lake Central,2019-08-27,0.75,False
Main Lake North,2019-08-27,0.75,False
Main Lake South,2019-08-27,0.5,False
Malletts Bay,2019-08-27,0.75,False
Missisquoi Bay,2019-08-27,2.0,True
St. Albans Bay,2019-08-27,0.75,False
Inland Sea,2019-08-28,1.0,True
Main Lake Central,2019-08-28,0.5,False
Main Lake North,2019-08-28,0.5,False
Main Lake South,2019-08-28,0.5,False
Missisquoi Bay,2019-08-28,2.0,True
St. Albans Bay,2019-08-28,1.0,True
Inland Sea,2019-08-29,1.0,True
Main Lake Central,2019-08-29,0.5,False
Main Lake North,2019-08-29,0.25,False
Main Lake South,2019-08-29,0.0,False
St. Albans Bay,2019-08-29,1.0,True
Inland Sea,2019-08-30,0.5,False
Main Lake Central,2019-08-30,0.25,False
Main Lake North,2019-08-30,0.0,False
Inland Sea,2019-08-31,0.75,False
Main Lake Central,2019-08-31,0.0,False
Main Lake South,2019-08-31,0.0,False
Malletts Bay,2019-08-31,0.0,False
Main Lake Central,2019-09-01,0.25,False
Main Lake South,2019-09-01,0.0,False
Missisquoi Bay,2019-09-01,0.25,False
Inland Sea,2019-09-02,0.25,False
Main Lake Central,2019-09-02,0.25,False
Main Lake North,2019-09-02,0.25,False
Malletts Bay,2019-09-02,0.5,False
St. Albans Bay,2019-09-02,0.75,False
Main Lake Central,2019-09-03,0.0,False
Main Lake North,2019-09-03,0.75,False
Main Lake South,2019-09-03,0.25,False
Malletts Bay,2019-09-03,0.0,False
Missisquoi Bay,2019-09-03,1.0,True
St. Albans Bay,2019-09-03,2.0,True
Inland Sea,2019-09-04,0.75,False
Main Lake Central,2019-09-04,0.5,False
Main Lake North,2019-09-04,0.5,False
Main Lake South,2019-09-04,0.25,False
Inland Sea,2019-09-05,2.0,True
Main Lake Central,2019-09-05,0.5,False
Main Lake North,2019-09-05,0.0,False
Main Lake South,2019-09-05,0.0,False
Malletts Bay,2019-09-05,0.75,False
St. Albans Bay,2019-09-05,2.0,True
Inland Sea,2019-09-06,2.0,True
Main Lake North,2019-09-06,0.0,False
Main Lake South,2019-09-06,2.0,True
Inland Sea,2019-09-07,1.0,True
Main Lake North,2019-09-07,0.0,False
Missisquoi Bay,2019-09-07,0.5,False
Inland Sea,2019-09-08,0.5,False
Main Lake Central,2019-09-08,0.0,False
Main Lake North,2019-09-08,0.0,False
Main Lake South,2019-09-08,0.75,False
Inland Sea,2019-09-09,1.0,True
Main Lake Central,2019-09-09,0.75,False
Main Lake North,2019-09-09,0.75,False
Main Lake South,2019-09-09,0.75,False
Missisquoi Bay,2019-09-09,0.0,False
St. Albans Bay,2019-09-09,2.0,True
Inland Sea,2019-09-10,2.0,True
Main Lake Central,2019-09-10,0.0,False
Main Lake North,2019-09-10,0.75,False
Main Lake South,2019-09-10,0.0,False
Malletts Bay,2019-09-10,0.0,False
Missisquoi Bay,2019-09-10,2.0,True
St. Albans Bay,2019-09-10,1.0,True
Inland Sea,2019-09-11,0.0,False
Main Lake Central,2019-09-11,0.5,False
Main Lake North,2019-09-11,1.0,True
Main Lake South,2019-09-11,0.5,False
Inland Sea,2019-09-12,1.0,True
Main Lake Central,2019-09-12,0.25,False
Main Lake North,2019-09-12,0.0,False
Main Lake South,2019-09-12,0.25,False
St. Albans Bay,2019-09-12,0.0,False
Inland Sea,2019-09-13,1.0,True
Malletts Bay,2019-09-13,0.0,False
Inland Sea,2019-09-14,0.75,False
Main Lake North,2019-09-14,0.0,False
Main Lake South,2019-09-14,0.0,False
Main Lake Central,2019-09-15,0.0,False
Main Lake South,2019-09-15,0.5,False
Inland Sea,2019-09-16,2.0,True
Main Lake Central,2019-09-16,0.5,False
Main Lake North,2019-09-16,0.25,False
Main Lake South,2019-09-16,0.75,False
Malletts Bay,2019-09-16,0.5,False
Missisquoi Bay,2019-09-16,0.5,False
St. Albans Bay,2019-09-16,0.5,False
Inland Sea,2019-09-17,0.75,False
Main Lake Central,2019-09-17,0.75,False
Main Lake North,2019-09-17,0.0,False
Main Lake South,2019-09-17,0.25,False
St. Albans Bay,2019-09-17,0.75,False
Inland Sea,2019-09-18,1.0,True
Main Lake Central,2019-09-18,0.5,False
Main Lake North,2019-09-18,0.0,False
Main Lake South,2019-09-18,0.5,False
Malletts Bay,2019-09-18,0.0,False
St. Albans Bay,2019-09-18,1.0,True
Inland Sea,2019-09-19,2.0,True
Main Lake Central,2019-09-19,0.5,False
Main Lake North,2019-09-19,0.0,False
Main Lake South,2019-09-19,1.0,True
Malletts Bay,2019-09-19,0.0,False
Inland Sea,2019-09-20,2.0,True
Main Lake North,2019-09-20,0.0,False
Main Lake South,2019-09-20,1.0,True
Malletts Bay,2019-09-20,0.0,False
Inland Sea,2019-09-21,2.0,True
Main Lake Central,2019-09-21,1.0,True
Main Lake North,2019-09-21,1.0,True
Main Lake South,2019-09-21,2.0,True
Missisquoi Bay,2019-09-21,1.0,True
Inland Sea,2019-09-22,1.0,True
Main Lake Central,2019-09-22,1.0,True
Main Lake North,2019-09-22,0.0,False
Main Lake South,2019-09-22,2.0,True
Inland Sea,2019-09-23,1.0,True
Main Lake Central,2019-09-23,0.5,False
Main Lake North,2019-09-23,0.0,False
Main Lake South,2019-09-23,0.5,False
Malletts Bay,2019-09-23,0.25,False
Missisquoi Bay,2019-09-23,0.0,False
St. Albans Bay,2019-09-23,0.5,False
Inland Sea,2019-09-24,0.75,False
Main Lake Central,2019-09-24,0.75,False
Main Lake North,2019-09-24,0.75,False
St. Albans Bay,2019-09-24,0.75,False
Inland Sea,2019-09-25,1.0,True
Main Lake Central,2019-09-25,1.0,True
Main Lake North,2019-09-25,1.0,True
Main Lake South,2019-09-25,1.0,True
Missisquoi Bay,2019-09-25,1.0,True
St. Albans Bay,2019-09-25,1.0,True
Inland Sea,2019-09-26,1.0,True
Main Lake Central,2019-09-26,0.5,False
Malletts Bay,2019-09-26,0.0,False
Inland Sea,2019-09-27,1.0,True
Main Lake North,2019-09-27,0.75,False
Main Lake South,2019-09-27,1.0,True
St. Albans Bay,2019-09-27,0.5,False
Main Lake Central,2019-09-28,0.0,False
Main Lake South,2019-09-28,0.0,False
Main Lake South,2019-09-29,0.0,False
Inland Sea,2019-09-30,1.0,True
Main Lake Central,2019-09-30,1.0,True
Main Lake North,2019-09-30,0.0,False
Main Lake South,2019-09-30,1.0,True
Malletts Bay,2019-09-30,0.5,False
Missisquoi Bay,2019-09-30,0.25,False
St. Albans Bay,2019-09-30,2.0,True
Inland Sea,2019-10-01,1.0,True
Main Lake Central,2019-10-01,0.75,False
Main Lake North,2019-10-01,0.0,False
Main Lake South,2019-10-01,0.5,False
Main Lake Central,2019-10-02,0.5,False
Main Lake South,2019-10-02,0.0,False
Inland Sea,2019-10-03,1.0,True
Main Lake Central,2019-10-03,0.25,False
Main Lake South,2019-10-03,0.0,False
St. Albans Bay,2019-10-03,0.0,False
Main Lake North,2019-10-04,0.25,False
Main Lake Central,2019-10-05,2.0,True
Main Lake North,2019-10-05,2.0,True
Malletts Bay,2019-10-05,1.0,True
St. Albans Bay,2019-10-05,2.0,True
Main Lake Central,2019-10-06,0.5,False
Main Lake North,2019-10-06,0.0,False
Main Lake South,2019-10-06,0.0,False
Inland Sea,2019-10-07,0.25,False
Main Lake Central,2019-10-07,0.5,False
Main Lake North,2019-10-07,0.0,False
Main Lake Central,2019-10-08,0.0,False
Main Lake South,2019-10-08,1.0,True
Missisquoi Bay,2019-10-08,0.0,False
St. Albans Bay,2019-10-08,1.0,True
Inland Sea,2019-10-09,1.0,True
Main Lake Central,2019-10-09,0.5,False
Main Lake North,2019-10-09,2.0,True
Main Lake South,2019-10-09,0.5,False
Malletts Bay,2019-10-09,0.75,False
Inland Sea,2019-10-10,0.75,False
Main Lake Central,2019-10-10,0.0,False
Malletts Bay,2019-10-10,0.0,False
St. Albans Bay,2019-10-10,1.0,True
Main Lake North,2019-10-11,0.0,False
Inland Sea,2019-10-12,0.75,False
Main Lake Central,2019-10-12,0.0,False
Main Lake North,2019-10-12,1.0,True
Main Lake North,2019-10-13,2.0,True
Inland Sea,2019-10-14,0.0,False
Main Lake Central,2019-10-14,0.5,False
Main Lake North,2019-10-14,0.0,False
Main Lake South,2019-10-14,0.25,False
Malletts Bay,2019-10-14,0.0,False
Missisquoi Bay,2019-10-14,0.25,False
St. Albans Bay,2019-10-14,1.0,True
Main Lake Central,2019-10-15,0.75,False
Main Lake North,2019-10-15,0.75,False
Malletts Bay,2019-10-15,0.0,False
Main Lake Central,2019-10-16,0.5,False
Main Lake North,2019-10-16,0.0,False
Main Lake South,2019-10-16,0.0,False
Inland Sea,2019-10-17,0.5,False
Main Lake South,2019-10-17,0.25,False
Main Lake North,2019-10-18,0.25,False
Inland Sea,2019-10-19,1.0,True
Main Lake Central,2019-10-19,0.0,False
Inland Sea,2019-10-20,1.0,True
Main Lake North,2019-10-20,0.0,False
Inland Sea,2019-10-21,0.0,False
Main Lake Central,2019-10-21,1.0,True
Main Lake North,2019-10-21,2.0,True
Malletts Bay,2019-10-21,0.75,False
Inland Sea,2019-10-22,1.0,True
Main Lake Central,2019-10-22,0.75,False
Main Lake North,2019-10-22,0.0,False
Inland Sea,2019-10-23,0.0,False
Main Lake Central,2019-10-23,2.0,True
Main Lake South,2019-10-23,0.75,False
St. Albans Bay,2019-10-23,0.0,False
Inland Sea,2019-10-24,0.5,False
Main Lake Central,2019-10-24,0.25,False
Main Lake Central,2019-10-25,1.0,True
Main Lake North,2019-10-25,2.0,True
Inland Sea,2019-10-26,1.0,True
Main Lake Central,2019-10-26,1.0,True
Main Lake North,2019-10-26,1.0,True
Main Lake South,2019-10-26,1.0,True
Inland Sea,2019-10-28,0.0,False
Main Lake Central,2019-10-28,2.0,True
St. Albans Bay,2019-10-28,1.0,True
Main Lake Central,2019-10-29,0.75,False
Main Lake North,2019-10-29,0.0,False
Main Lake South,2019-10-29,0.0,False
Inland Sea,2019-10-30,1.0,True
Main Lake Central,2019-10-30,2.0,True
Main Lake North,2019-10-30,1.0,True
Main Lake South,2019-10-30,0.0,False
St. Albans Bay,2019-10-30,0.75,False
Inland Sea,2019-10-31,0.0,False
Main Lake Central,2019-10-31,0.5,False
Main Lake Central,2019-11-01,0.5,False
Main Lake North,2019-11-01,0.25,False
Inland Sea,2019-11-02,0.25,False
Main Lake North,2019-11-03,0.25,False
Main Lake Central,2019-11-04,0.5,False
Main Lake Central,2019-11-05,0.0,False
Main Lake Central,2019-11-06,0.0,False
Main Lake South,2019-11-06,0.25,False
Inland Sea,2019-11-07,0.25,False
Main Lake Central,2019-11-07,0.25,False
St. Albans Bay,2019-11-07,0.0,False
Main Lake Central,2019-11-08,0.5,False
Main Lake North,2019-11-08,0.0,False
Main Lake Central,2019-11-09,0.0,False
Main Lake Central,2019-11-10,0.0,False
Main Lake Central,2019-11-11,0.5,False
Main Lake Central,2019-11-12,0.5,False
Main Lake North,2019-11-12,0.0,False
Main Lake Central,2019-11-13,0.5,False
St. Albans Bay,2019-11-13,0.0,False
Inland Sea,2019-11-14,0.0,False
Main Lake Central,2019-11-14,0.0,False
Inland Sea,2019-11-15,0.0,False
Main Lake Central,2019-11-15,0.0,False
Main Lake North,2019-11-15,0.0,False
Main Lake North,2019-11-20,0.0,False
Inland Sea,2020-06-08,0.0,False
St. Albans Bay,2020-06-08,0.0,False
Main Lake South,2020-06-09,0.5,False
Main Lake Central,2020-06-15,0.0,False
Main Lake North,2020-06-17,0.0,False
Missisquoi Bay,2020-06-17,0.0,False
Missisquoi Bay,2020-06-22,0.75,False
Main Lake North,2020-06-23,0.0,False
Main Lake Central,2020-06-24,0.0,False
Malletts Bay,2020-06-24,0.0,False
Main Lake Central,2020-06-26,1.0,True
Main Lake South,2020-06-26,0.25,False
Main Lake Central,2020-06-27,0.0,False
Main Lake North,2020-06-28,0.0,False
Inland Sea,2020-06-29,0.25,False
Main Lake Central,2020-06-29,0.0,False
Main Lake North,2020-06-29,0.0,False
Malletts Bay,2020-06-29,0.5,False
St. Albans Bay,2020-06-29,0.5,False
Inland Sea,2020-06-30,0.0,False
Main Lake Central,2020-06-30,0.25,False
St. Albans Bay,2020-06-30,0.0,False
Inland Sea,2020-07-01,1.0,True
Main Lake Central,2020-07-01,0.25,False
Main Lake South,2020-07-01,0.5,False
Missisquoi Bay,2020-07-01,0.25,False
Inland Sea,2020-07-02,0.75,False
Main Lake Central,2020-07-02,0.25,False
Main Lake North,2020-07-02,0.5,False
Main Lake South,2020-07-02,0.25,False
Malletts Bay,2020-07-02,0.0,False
St. Albans Bay,2020-07-02,0.5,False
Inland Sea,2020-07-03,0.75,False
Main Lake Central,2020-07-03,0.0,False
Main Lake South,2020-07-03,0.0,False
Inland Sea,2020-07-04,1.0,True
Main Lake Central,2020-07-04,0.25,False
Inland Sea,2020-07-05,0.0,False
Main Lake Central,2020-07-05,0.75,False
Main Lake South,2020-07-05,0.0,False
Inland Sea,2020-07-06,2.0,True
Main Lake Central,2020-07-06,2.0,True
Main Lake North,2020-07-06,2.0,True
Main Lake South,2020-07-06,0.75,False
Malletts Bay,2020-07-06,0.5,False
Missisquoi Bay,2020-07-06,0.5,False
St. Albans Bay,2020-07-06,0.5,False
Inland Sea,2020-07-07,0.75,False
Main Lake Central,2020-07-07,0.5,False
Main Lake North,2020-07-07,0.5,False
Main Lake South,2020-07-07,0.25,False
Missisquoi Bay,2020-07-07,0.0,False
Inland Sea,2020-07-08,0.75,False
Main Lake Central,2020-07-08,0.0,False
Main Lake North,2020-07-08,0.5,False
Main Lake South,2020-07-08,0.5,False
Inland Sea,2020-07-09,1.0,True
Main Lake Central,2020-07-09,1.0,True
Main Lake North,2020-07-09,0.5,False
Main Lake South,2020-07-09,1.0,True
Malletts Bay,2020-07-09,0.5,False
St. Albans Bay,2020-07-09,0.5,False
Inland Sea,2020-07-10,0.75,False
Main Lake Central,2020-07-10,1.0,True
Main Lake North,2020-07-10,0.0,False
Main Lake South,2020-07-10,1.0,True
Malletts Bay,2020-07-10,0.0,False
Inland Sea,2020-07-11,0.75,False
Main Lake Central,2020-07-11,0.0,False
Inland Sea,2020-07-12,0.5,False
Main Lake Central,2020-07-12,0.25,False
Main Lake South,2020-07-12,2.0,True
Inland Sea,2020-07-13,0.5,False
Main Lake Central,2020-07-13,1.0,True
Main Lake North,2020-07-13,1.0,True
Main Lake South,2020-07-13,1.0,True
Malletts Bay,2020-07-13,0.0,False
Missisquoi Bay,2020-07-13,0.0,False
St. Albans Bay,2020-07-13,2.0,True
Inland Sea,2020-07-14,0.25,False
Main Lake Central,2020-07-14,0.5,False
Inland Sea,2020-07-15,1.0,True
Main Lake Central,2020-07-15,0.75,False
Main Lake North,2020-07-15,0.75,False
Main Lake South,2020-07-15,0.5,False
St. Albans Bay,2020-07-15,1.0,True
Inland Sea,2020-07-16,1.0,True
Main Lake Central,2020-07-16,0.25,False
Main Lake North,2020-07-16,0.25,False
Main Lake South,2020-07-16,0.0,False
Malletts Bay,2020-07-16,0.5,False
St. Albans Bay,2020-07-16,0.5,False
Inland Sea,2020-07-17,1.0,True
Main Lake Central,2020-07-17,0.5,False
Main Lake South,2020-07-17,0.25,False
Malletts Bay,2020-07-17,0.0,False
Inland Sea,2020-07-18,2.0,True
Main Lake Central,2020-07-18,0.0,False
Main Lake North,2020-07-18,1.0,True
Main Lake South,2020-07-18,1.0,True
Inland Sea,2020-07-19,1.0,True
Main Lake Central,2020-07-19,0.25,False
Main Lake South,2020-07-19,0.0,False
Missisquoi Bay,2020-07-19,1.0,True
St. Albans Bay,2020-07-19,1.0,True
Inland Sea,2020-07-20,0.75,False
Main Lake Central,2020-07-20,0.5,False
Main Lake North,2020-07-20,0.25,False
Main Lake South,2020-07-20,1.0,True
Malletts Bay,2020-07-20,0.5,False
Missisquoi Bay,2020-07-20,0.0,False
St. Albans Bay,2020-07-20,0.5,False
Inland Sea,2020-07-21,0.5,False
Main Lake Central,2020-07-21,0.0,False
Main Lake North,2020-07-21,0.0,False
Main Lake South,2020-07-21,0.25,False
St. Albans Bay,2020-07-21,0.0,False
Inland Sea,2020-07-22,1.0,True
Main Lake Central,2020-07-22,0.5,False
Main Lake North,2020-07-22,1.0,True
Main Lake South,2020-07-22,0.5,False
St. Albans Bay,2020-07-22,1.0,True
Inland Sea,2020-07-23,1.0,True
Main Lake Central,2020-07-23,0.5,False
Main Lake North,2020-07-23,0.5,False
Main Lake South,2020-07-23,1.0,True
Malletts Bay,2020-07-23,0.5,False
Missisquoi Bay,2020-07-23,1.0,True
St. Albans Bay,2020-07-23,0.75,False
Inland Sea,2020-07-24,2.0,True
Main Lake Central,2020-07-24,0.5,False
Main Lake North,2020-07-24,2.0,True
Main Lake South,2020-07-24,0.25,False
Malletts Bay,2020-07-24,0.0,False
Inland Sea,2020-07-25,1.0,True
Main Lake Central,2020-07-25,2.0,True
Main Lake South,2020-07-25,0.25,False
Inland Sea,2020-07-26,1.0,True
Main Lake Central,2020-07-26,0.25,False
Main Lake South,2020-07-26,0.0,False
Inland Sea,2020-07-27,1.0,True
Main Lake Central,2020-07-27,1.0,True
Main Lake North,2020-07-27,0.25,False
Malletts Bay,2020-07-27,0.5,False
Missisquoi Bay,2020-07-27,0.0,False
St. Albans Bay,2020-07-27,0.5,False
Inland Sea,2020-07-28,0.75,False
Main Lake Central,2020-07-28,1.0,True
Main Lake North,2020-07-28,0.0,False
Main Lake South,2020-07-28,0.5,False
St. Albans Bay,2020-07-28,0.0,False
Inland Sea,2020-07-29,0.75,False
Main Lake Central,2020-07-29,0.5,False
Main Lake South,2020-07-29,0.25,False
Inland Sea,2020-07-30,0.75,False
Main Lake Central,2020-07-30,2.0,True
Main Lake North,2020-07-30,0.75,False
Main Lake South,2020-07-30,2.0,True
Missisquoi Bay,2020-07-30,0.75,False
St. Albans Bay,2020-07-30,1.0,True
Inland Sea,2020-07-31,2.0,True
Main Lake Central,2020-07-31,2.0,True
Main Lake South,2020-07-31,1.0,True
Malletts Bay,2020-07-31,0.5,False
St. Albans Bay,2020-07-31,2.0,True
Inland Sea,2020-08-01,2.0,True
Main Lake Central,2020-08-01,2.0,True
Main Lake North,2020-08-01,1.0,True
Main Lake South,2020-08-01,1.0,True
St. Albans Bay,2020-08-01,1.0,True
Inland Sea,2020-08-02,1.0,True
Main Lake Central,2020-08-02,0.5,False
Main Lake South,2020-08-02,0.0,False
St. Albans Bay,2020-08-02,2.0,True
Inland Sea,2020-08-03,1.0,True
Main Lake Central,2020-08-03,0.5,False
Main Lake North,2020-08-03,0.0,False
Main Lake South,2020-08-03,0.5,False
Malletts Bay,2020-08-03,0.5,False
Missisquoi Bay,2020-08-03,0.0,False
St. Albans Bay,2020-08-03,0.5,False
Inland Sea,2020-08-04,1.0,True
Main Lake Central,2020-08-04,0.25,False
Main Lake South,2020-08-04,0.25,False
Inland Sea,2020-08-05,1.0,True
Main Lake Central,2020-08-05,0.25,False
Main Lake South,2020-08-05,0.5,False
Inland Sea,2020-08-06,1.0,True
Main Lake Central,2020-08-06,2.0,True
Main Lake North,2020-08-06,0.5,False
Main Lake South,2020-08-06,0.75,False
Malletts Bay,2020-08-06,0.5,False
St. Albans Bay,2020-08-06,1.0,True
Inland Sea,2020-08-07,1.0,True
Main Lake Central,2020-08-07,2.0,True
Main Lake North,2020-08-07,2.0,True
Malletts Bay,2020-08-07,0.0,False
Missisquoi Bay,2020-08-07,2.0,True
St. Albans Bay,2020-08-07,2.0,True
Inland Sea,2020-08-08,1.0,True
Main Lake Central,2020-08-08,2.0,True
Main Lake North,2020-08-08,1.0,True
Missisquoi Bay,2020-08-08,2.0,True
St. Albans Bay,2020-08-08,2.0,True
Inland Sea,2020-08-09,0.75,False
Main Lake Central,2020-08-09,0.75,False
Main Lake North,2020-08-09,1.0,True
Main Lake South,2020-08-09,0.0,False
St. Albans Bay,2020-08-09,2.0,True
Inland Sea,2020-08-10,1.0,True
Main Lake Central,2020-08-10,2.0,True
Main Lake North,2020-08-10,1.0,True
Main Lake South,2020-08-10,1.0,True
Malletts Bay,2020-08-10,0.5,False
Missisquoi Bay,2020-08-10,0.0,False
St. Albans Bay,2020-08-10,2.0,True
Inland Sea,2020-08-11,0.75,False
Main Lake Central,2020-08-11,0.75,False
Main Lake South,2020-08-11,0.0,False
St. Albans Bay,2020-08-11,2.0,True
Inland Sea,2020-08-12,1.0,True
Main Lake Central,2020-08-12,1.0,True
Main Lake North,2020-08-12,1.0,True
Main Lake South,2020-08-12,1.0,True
St. Albans Bay,2020-08-12,2.0,True
Inland Sea,2020-08-13,1.0,True
Main Lake Central,2020-08-13,1.0,True
Main Lake North,2020-08-13,1.0,True
Main Lake South,2020-08-13,0.0,False
Malletts Bay,2020-08-13,0.5,False
St. Albans Bay,2020-08-13,2.0,True
Inland Sea,2020-08-14,0.5,False
Main Lake Central,2020-08-14,0.0,False
Main Lake South,2020-08-14,0.25,False
Malletts Bay,2020-08-14,0.25,False
St. Albans Bay,2020-08-14,0.5,False
Inland Sea,2020-08-15,2.0,True
Main Lake Central,2020-08-15,0.75,False
Main Lake North,2020-08-15,1.0,True
Main Lake South,2020-08-15,0.5,False
Missisquoi Bay,2020-08-15,1.0,True
St. Albans Bay,2020-08-15,2.0,True
Inland Sea,2020-08-16,1.0,True
Main Lake Central,2020-08-16,0.5,False
St. Albans Bay,2020-08-16,0.5,False
Inland Sea,2020-08-17,0.5,False
Main Lake Central,2020-08-17,0.5,False
Main Lake North,2020-08-17,0.0,False
Main Lake South,2020-08-17,0.5,False
Malletts Bay,2020-08-17,0.5,False
St. Albans Bay,2020-08-17,0.5,False
Inland Sea,2020-08-18,0.5,False
Main Lake Central,2020-08-18,0.0,False
Main Lake South,2020-08-18,0.0,False
Missisquoi Bay,2020-08-18,1.0,True
St. Albans Bay,2020-08-18,1.0,True
Inland Sea,2020-08-19,2.0,True
Main Lake Central,2020-08-19,0.75,False
Main Lake North,2020-08-19,0.0,False
Main Lake South,2020-08-19,0.5,False
St. Albans Bay,2020-08-19,0.75,False
Inland Sea,2020-08-20,2.0,True
Main Lake Central,2020-08-20,0.25,False
Main Lake North,2020-08-20,0.5,False
Main Lake South,2020-08-20,0.0,False
Malletts Bay,2020-08-20,0.5,False
St. Albans Bay,2020-08-20,2.0,True
Inland Sea,2020-08-21,0.5,False
Main Lake Central,2020-08-21,0.75,False
Main Lake South,2020-08-21,0.0,False
St. Albans Bay,2020-08-21,0.5,False
Inland Sea,2020-08-22,2.0,True
Main Lake Central,2020-08-22,0.0,False
Main Lake North,2020-08-22,2.0,True
Missisquoi Bay,2020-08-22,2.0,True
St. Albans Bay,2020-08-22,2.0,True
Inland Sea,2020-08-23,2.0,True
Main Lake Central,2020-08-23,0.75,False
Main Lake South,2020-08-23,0.0,False
St. Albans Bay,2020-08-23,0.5,False
Inland Sea,2020-08-24,0.75,False
Main Lake Central,2020-08-24,0.5,False
Main Lake North,2020-08-24,0.0,False
Main Lake South,2020-08-24,0.5,False
Malletts Bay,2020-08-24,0.5,False
Missisquoi Bay,2020-08-24,0.0,False
St. Albans Bay,2020-08-24,1.0,True
Inland Sea,2020-08-25,0.25,False
Main Lake Central,2020-08-25,0.0,False
Main Lake South,2020-08-25,0.25,False
Malletts Bay,2020-08-25,0.0,False
