noaa_DATE,noaa_precipitation,noaa_air_temp_max,noaa_air_temp_min,noaa_wind_speed_mean,noaa_wind_speed_2_min,noaa_snow_depth,noaa_wind_direction_2_min,noaa_snowfall,noaa_wind_speed_5_min,noaa_wind_direction_5_min,noaa_air_temp_mean
2012-01-16,1.6428571428571428,-1.7285714285714284,-10.87142857142857,3.485714285714286,8.485714285714286,47.285714285714285,260.0,18.571428571428573,10.671428571428573,241.42857142857142,
2012-01-17,1.6428571428571428,-2.214285714285714,-12.857142857142858,3.6142857142857148,8.814285714285715,58.142857142857146,260.0,18.571428571428573,11.37142857142857,244.28571428571428,
2012-01-18,2.2142857142857144,-1.8857142857142857,-12.385714285714284,3.7428571428571433,9.12857142857143,69.0,238.57142857142858,18.142857142857142,11.814285714285715,241.42857142857142,
2012-01-19,2.2142857142857144,-0.21428571428571427,-12.700000000000001,4.371428571428572,10.414285714285715,76.28571428571429,227.14285714285714,18.142857142857142,13.914285714285715,230.0,
2012-01-20,2.1142857142857143,-0.8571428571428571,-13.9,4.685714285714285,10.742857142857142,80.0,232.85714285714286,17.428571428571427,14.5,235.71428571428572,
2012-01-21,0.7714285714285716,-1.8857142857142857,-15.399999999999997,4.714285714285714,10.8,69.0,245.71428571428572,4.714285714285714,14.5,248.57142857142858,
2012-01-22,0.985714285714286,-2.442857142857143,-15.328571428571427,4.1571428571428575,9.900000000000002,61.714285714285715,245.71428571428572,7.285714285714286,13.285714285714286,247.14285714285714,
2012-01-23,0.985714285714286,-0.6285714285714284,-14.857142857142858,4.142857142857143,10.085714285714287,54.42857142857143,222.85714285714286,7.285714285714286,13.799999999999999,224.28571428571428,
2012-01-24,1.5000000000000002,0.5714285714285715,-11.757142857142856,4.2,9.957142857142857,47.142857142857146,220.0,7.285714285714286,13.542857142857143,224.28571428571428,
2012-01-25,0.9571428571428574,0.8857142857142859,-11.200000000000001,3.8000000000000003,9.442857142857141,36.285714285714285,221.42857142857142,7.285714285714286,12.842857142857142,225.71428571428572,
2012-01-26,0.9571428571428574,0.24285714285714302,-9.842857142857142,3.471428571428572,8.471428571428572,29.0,230.0,7.285714285714286,11.62857142857143,234.28571428571428,
2012-01-27,1.3142857142857147,0.8000000000000002,-8.571428571428571,2.9857142857142867,7.442857142857143,25.285714285714285,238.57142857142858,10.285714285714286,10.157142857142857,242.85714285714286,
2012-01-28,3.2285714285714286,1.985714285714286,-6.671428571428571,2.9,7.385714285714286,25.285714285714285,240.0,9.142857142857142,10.214285714285714,247.14285714285714,
2012-01-29,3.085714285714286,3.642857142857143,-4.2,3.342857142857144,7.957142857142857,18.0,230.0,6.571428571428571,11.228571428571428,222.85714285714286,
2012-01-30,3.085714285714286,4.285714285714286,-1.8142857142857143,3.585714285714286,8.214285714285714,10.714285714285714,240.0,6.571428571428571,11.614285714285714,234.28571428571428,
2012-01-31,2.642857142857143,3.2428571428571433,-2.4571428571428577,3.3285714285714287,8.214285714285714,10.714285714285714,264.2857142857143,8.428571428571429,11.22857142857143,257.14285714285717,
2012-02-01,2.7857142857142856,2.2142857142857144,-3.642857142857143,3.1000000000000005,7.714285714285714,10.714285714285714,255.71428571428572,12.0,10.528571428571428,250.0,
2012-02-02,3.3000000000000003,3.085714285714286,-3.0857142857142854,3.028571428571429,7.971428571428571,10.714285714285714,260.0,12.428571428571429,10.4,254.28571428571428,
2012-02-03,2.828571428571429,3.085714285714286,-3.3142857142857145,3.4285714285714293,8.428571428571429,7.142857142857143,225.71428571428572,7.714285714285714,11.1,218.57142857142858,
2012-02-04,0.8714285714285719,2.2857142857142856,-4.428571428571429,3.128571428571429,7.728571428571429,3.5714285714285716,210.0,7.428571428571429,10.014285714285714,200.0,
2012-02-05,0.9428571428571433,1.4142857142857146,-6.1000000000000005,2.9571428571428577,7.985714285714287,7.142857142857143,222.85714285714286,8.571428571428571,10.014285714285714,224.28571428571428,
2012-02-06,0.9428571428571433,0.7714285714285717,-7.685714285714285,2.5142857142857147,7.3571428571428585,10.714285714285714,215.71428571428572,8.571428571428571,9.0,214.28571428571428,
2012-02-07,0.8714285714285719,2.2857142857142856,-7.200000000000001,2.6714285714285717,7.1571428571428575,7.142857142857143,195.71428571428572,6.714285714285714,8.942857142857143,194.28571428571428,
2012-02-08,0.6571428571428576,2.828571428571429,-7.514285714285714,3.042857142857143,7.785714285714286,7.142857142857143,225.71428571428572,3.142857142857143,9.642857142857142,222.85714285714286,
2012-02-09,0.14285714285714338,1.7285714285714289,-9.271428571428572,2.9714285714285715,7.2857142857142865,7.142857142857143,205.71428571428572,2.7142857142857144,9.071428571428571,201.42857142857142,
2012-02-10,0.14285714285714338,2.528571428571429,-9.357142857142858,2.585714285714286,6.9,7.142857142857143,232.85714285714286,2.2857142857142856,8.685714285714285,227.14285714285714,
2012-02-11,0.14285714285714338,3.3285714285714287,-8.957142857142857,2.7285714285714286,7.214285714285714,7.142857142857143,235.71428571428572,1.8571428571428572,9.257142857142856,228.57142857142858,
2012-02-12,0.1142857142857148,3.485714285714286,-9.514285714285714,2.9,7.157142857142858,7.142857142857143,232.85714285714286,2.142857142857143,9.128571428571428,227.14285714285714,
2012-02-13,0.1142857142857148,2.4571428571428577,-9.757142857142856,3.3142857142857145,7.6571428571428575,7.142857142857143,251.42857142857142,2.5714285714285716,9.757142857142856,248.57142857142858,
2012-02-14,0.15714285714285767,1.1142857142857143,-10.714285714285714,2.971428571428572,7.1571428571428575,10.714285714285714,271.42857142857144,4.714285714285714,9.185714285714285,260.0,
2012-02-15,0.15714285714285767,1.042857142857143,-10.085714285714285,2.9857142857142853,7.028571428571429,10.714285714285714,251.42857142857142,4.714285714285714,9.185714285714285,241.42857142857142,
2012-02-16,0.20000000000000048,1.7571428571428573,-8.571428571428571,2.7285714285714286,6.8999999999999995,10.714285714285714,250.0,5.142857142857143,9.057142857142859,241.42857142857142,
2012-02-17,0.31428571428571483,1.5999999999999999,-7.299999999999999,3.042857142857143,7.6571428571428575,10.714285714285714,247.14285714285714,5.142857142857143,9.957142857142857,240.0,
2012-02-18,0.31428571428571483,1.7571428571428573,-6.185714285714286,3.3000000000000003,8.042857142857143,10.714285714285714,245.71428571428572,5.142857142857143,10.471428571428572,240.0,
2012-02-19,0.20000000000000048,2.4714285714285715,-4.357142857142857,3.1285714285714286,7.7857142857142865,7.142857142857143,242.85714285714286,3.0,10.342857142857143,237.14285714285714,
2012-02-20,0.20000000000000048,3.985714285714286,-3.0142857142857147,2.9,7.542857142857143,3.5714285714285716,245.71428571428572,2.5714285714285716,10.085714285714285,238.57142857142858,
2012-02-21,0.15714285714285767,3.814285714285714,-2.7714285714285714,2.9,7.728571428571429,0.0,198.57142857142858,0.42857142857142855,10.200000000000001,200.0,
2012-02-22,0.15714285714285767,3.8857142857142857,-3.557142857142857,2.8428571428571425,8.114285714285714,0.0,197.14285714285714,0.42857142857142855,10.785714285714286,198.57142857142858,
2012-02-23,0.471428571428572,4.514285714285714,-3.0857142857142854,3.442857142857143,8.685714285714287,0.0,197.14285714285714,0.0,11.685714285714285,197.14285714285714,
2012-02-24,0.9000000000000005,4.514285714285714,-3.6428571428571432,3.314285714285714,8.242857142857142,0.0,210.0,1.4285714285714286,11.1,208.57142857142858,
2012-02-25,2.1000000000000005,4.042857142857143,-4.442857142857143,2.942857142857143,7.857142857142857,0.0,204.28571428571428,12.285714285714286,10.328571428571431,207.14285714285714,
2012-02-26,2.1000000000000005,3.657142857142857,-5.0,3.3857142857142857,8.428571428571429,10.857142857142858,201.42857142857142,12.285714285714286,11.22857142857143,205.71428571428572,
2012-02-27,2.1000000000000005,3.0142857142857147,-5.628571428571428,3.5428571428571436,8.542857142857143,21.714285714285715,195.71428571428572,12.285714285714286,11.428571428571429,201.42857142857142,
2012-02-28,2.1428571428571437,3.8142857142857145,-6.028571428571429,3.8571428571428577,9.114285714285714,29.0,220.0,12.285714285714286,12.514285714285716,227.14285714285714,
2012-02-29,2.1857142857142864,3.585714285714286,-5.957142857142857,3.842857142857143,9.185714285714285,36.285714285714285,241.42857142857142,13.714285714285714,12.442857142857141,247.14285714285714,
2012-03-01,1.9428571428571435,2.242857142857143,-7.542857142857143,3.4142857142857146,8.742857142857142,43.57142857142857,234.28571428571428,15.142857142857142,11.671428571428569,240.0,
2012-03-02,1.9428571428571433,1.5285714285714287,-7.3,3.542857142857143,9.12857142857143,58.142857142857146,218.57142857142858,21.714285714285715,12.185714285714287,227.14285714285714,
2012-03-03,0.7428571428571435,1.6000000000000003,-7.057142857142857,3.971428571428572,9.571428571428571,72.71428571428571,220.0,10.857142857142858,13.028571428571428,225.71428571428572,
2012-03-04,0.8571428571428579,2.785714285714286,-6.1,3.9571428571428577,9.442857142857141,61.857142857142854,208.57142857142858,10.857142857142858,12.957142857142856,218.57142857142858,
2012-03-05,0.9714285714285722,3.7428571428571433,-6.014285714285714,3.985714285714286,9.571428571428571,51.0,200.0,14.428571428571429,13.142857142857142,204.28571428571428,
2012-03-06,1.0428571428571436,2.228571428571429,-6.257142857142858,3.900000000000001,9.12857142857143,43.714285714285715,220.0,16.285714285714285,12.257142857142856,221.42857142857142,
2012-03-07,1.0000000000000007,1.9857142857142862,-7.214285714285714,3.6714285714285717,8.428571428571429,40.0,197.14285714285714,14.857142857142858,11.614285714285714,200.0,
2012-03-08,0.8857142857142863,3.8000000000000003,-5.785714285714286,4.471428571428572,9.185714285714285,32.714285714285715,205.71428571428572,13.428571428571429,13.014285714285714,205.71428571428572,
2012-03-09,0.7000000000000008,6.014285714285715,-4.757142857142858,5.228571428571429,9.757142857142856,18.142857142857142,208.57142857142858,5.428571428571429,13.842857142857142,207.14285714285714,
2012-03-10,0.8428571428571436,6.257142857142857,-4.8428571428571425,5.071428571428571,9.828571428571427,7.142857142857143,231.42857142857142,7.285714285714286,13.714285714285714,228.57142857142858,
2012-03-11,0.9857142857142865,5.071428571428571,-5.8,4.585714285714286,9.257142857142856,7.142857142857143,228.57142857142858,13.428571428571429,12.757142857142858,220.0,
2012-03-12,0.8714285714285721,6.342857142857143,-4.614285714285715,4.742857142857143,9.385714285714286,7.142857142857143,222.85714285714286,9.857142857142858,12.885714285714288,218.57142857142858,
2012-03-13,0.7571428571428579,9.6,-2.9428571428571426,4.328571428571429,8.814285714285715,7.142857142857143,205.71428571428572,8.0,12.314285714285715,205.71428571428572,
2012-03-14,1.114285714285715,12.214285714285714,0.39999999999999997,4.614285714285715,9.257142857142856,3.5714285714285716,208.57142857142858,8.0,12.828571428571431,207.14285714285714,
2012-03-15,1.2285714285714293,12.3,0.39999999999999997,3.842857142857143,8.500000000000002,3.5714285714285716,230.0,8.0,11.428571428571429,232.85714285714286,
2012-03-16,1.2000000000000008,11.985714285714286,-0.2285714285714286,2.8571428571428577,7.728571428571429,3.5714285714285716,227.14285714285714,8.0,10.342857142857143,232.85714285714286,
2012-03-17,1.4857142857142864,12.542857142857143,0.8857142857142856,2.9571428571428577,7.657142857142858,0.0,208.57142857142858,6.142857142857143,10.400000000000002,217.14285714285714,
2012-03-18,1.2285714285714293,14.599999999999998,2.228571428571428,2.8142857142857145,7.471428571428572,0.0,208.57142857142858,0.0,10.157142857142857,220.0,
2012-03-19,1.2285714285714293,16.257142857142856,3.9,2.8000000000000003,7.471428571428571,0.0,207.14285714285714,0.0,10.028571428571428,220.0,
2012-03-20,1.2285714285714293,17.52857142857143,5.3999999999999995,2.9857142857142867,7.9142857142857155,0.0,205.71428571428572,0.0,10.4,215.71428571428572,
2012-03-21,0.8714285714285721,18.571428571428573,5.471428571428572,2.528571428571429,7.3428571428571425,0.0,208.57142857142858,0.0,9.442857142857145,218.57142857142858,
2012-03-22,0.7571428571428579,20.47142857142857,6.6571428571428575,2.6000000000000005,7.471428571428572,0.0,185.71428571428572,0.0,9.700000000000001,195.71428571428572,
2012-03-23,0.4285714285714293,22.37142857142857,8.628571428571428,2.900000000000001,7.471428571428572,0.0,212.85714285714286,0.0,9.700000000000001,220.0,
2012-03-24,0.0,23.8,9.1,2.757142857142857,7.214285714285714,0.0,235.71428571428572,0.0,9.314285714285715,240.0,
2012-03-25,0.07142857142857219,22.685714285714283,9.1,2.9,7.214285714285714,0.0,254.28571428571428,0.0,9.242857142857144,260.0,
2012-03-26,0.18571428571428647,20.471428571428568,8.214285714285714,2.7285714285714286,6.9,0.0,251.42857142857142,0.0,8.985714285714284,255.71428571428572,
2012-03-27,0.514285714285715,17.857142857142854,6.471428571428572,3.771428571428572,8.057142857142857,0.0,272.85714285714283,0.0,10.457142857142856,277.14285714285717,
2012-03-28,0.514285714285715,14.514285714285714,4.485714285714286,4.228571428571429,8.885714285714286,0.0,291.42857142857144,0.0,11.485714285714284,294.2857142857143,
